Turismiobjekti nimi,Turismiobjekti kirjeldus,Kategooria,Tüüp,Teemaviited,Turismiobjekti koduleht,Turismiobjektii e-post,Turismiobjekti tel nr,Turismiobjekti aadress,Broneerimise link,Kvaliteedimärgised,Omadused ja üldine varustus,Tärnid,facebook,instagram,tiktok,X,Ettevõtte registrikood,Ettevõtte nimi,Ettevõtte aadress,Ettevõtte telefon,Ettevõtte e-post,Ettevõtte koduleht,Piirkond,Turismipiirkonnad ja kultuuriruumid,Saared,Hooaeg,Hooaja periood,Lahtiolekuaeg,Avatud ajad,Juurdepääsupiirangud,Tubade arv kokku,Voodikohad,Voodikohtade arv kõrghooajal,Voodikohtade arv madalhooajal,Haagissuvila kohtade arv,Telkimiskohtade arv
Jõesuu kodumajutus,"Jõesuu kodumajutus asub Võrtsjärve lõunatipus privaatses looduskaunis kohas Purtsi jõe kaldal. Maja esimesel korrusel on erineva suuruse ja mugavusega majutusruumid, köök ja kaminasaal. Kaminaruumiga saunamaja teisel korrusel on kaks magamistuba. Maja ees on õhtupäikesele avatud terrass ning jõe ääres lõkkekoht koos varjualusega. Koht sobib ideaalselt väiksema peo- või seltskonnaürituse korraldamiseks. Veeteeühendus Väikese Emajõe ja Võrtsjärvega on huvipakkuv kalameestele ja loodushuvilistele. Meilt on võimalik laenutada paati ja kanuusid. Läheduses head on seene- ja marjametsad.Tule puhkama!",Majutus,Kodumajutus,"Peresõbralik,Telkimisplatsid",https://www.joesuukodumajutus.ee/,joesuukodumajutus@gmail.com,+372 518 6283,"Jõesuu, Purtsi küla, Elva vald, Tartu maakond",https://www.booking.com/hotel/ee/jauesuu-home-accommodation.et.html?aid=318615&label=New_Estonian_ET_19114763065-ZsrWVfhmP*acs*L5QSLRJQS217288670323%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg&sid=199edb35d056eeaedc8690d182e09bcc&age=0&checkin=2024-12-18&checkout=2024-12-19&dest_id=28127&dest_type=city&dist=0&group_adults=1&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1732796165&srpvid=8f4d55a74a06003e&type=total&ucfs=1&lang=et&soz=1&lang_changed=1#no_availability_msg,,"Haagissuvila/karavani parkla,Kuivkäimla,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,WC,WIFI",,https://www.facebook.com/J%C3%B5esuu-kodumajutus-103667994749746,,,,10881237.0,Tõnis Leosk,"Jõesuu talu, Purtsi küla, Elva vald, Tartu maakond",,tonisle@hot.ee,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,4.0,0.0,12.0,12.0,0.0,5.0
Jõesuu Külalistemaja,"Vääna-Jõesuu rannas asuv Jõesuu külalistemaja on võluv majutuskoht, mis pakub külastajatele lihtsat ja meeldivat ööbimisvõimalust imelises mereäärses keskkonnas.Jõesuu külalistemaja on ideaalne sihtkoht nii puhkajatele kui ka romantilisele puhkusele, inimestele kes soovivad nautida rannapuhkust, kogeda kaunite liivarandade ilu ja mereäärset rahu.Külalistemajaga samas hoones asub suvehooajal ka Jõesuu Lounge oma suurepärase terrassiga, kus külalised saavad lõõgastuda, nautida kaunist merevaadet, mõnusaid suvekokteile ja keha kinnitada.",Majutus,Külalistemaja,,,majutus@joesuulounge.ee,+372 53626648,"Päästejaama tee 6, Vääna-Jõesuu küla, Harku vald, Harju maakond",,,"Parkimine tasuta,Puhkeala/piknikuplats,WC",,https://www.facebook.com/joesuulounge.ee,https://www.instagram.com/rannabaarjoesuulounge/,,,14711348.0,Rannalounge OÜ,"Vanakuu tänav 13, Haabersti linnaosa, Tallinn, Harju maakond",,tiinaoja@hotmail.com,,Põhja-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,7.0,0.0,14.0,14.0,0.0,0.0
Jõesuu turismitalu,"Tartumaal Võrtsijärve kaldal asuvasse Jõesuu Turismitalu hubasesse puhkemajja on oodatud pered, sõpruskonnad ja lemmikloomad, hea koht puhkuseks igal aastaajal.
Puhkemajas saab veeta rahuliku nädalavahetuse, korraldada väiksemaid üritusi või sisustada aega aktiivselt. Olemas on kööginurk, mõnus terrass grillimisvõimalusega, konditsioneer, saun ning mängualal ootavad lapsi kiiged, liivakast ja liumägi. Võimalus rentida paati järve peale sõiduks või kalastama minemiseks. 
Meile pääseb mugavalt autoga, aga ka vee kaudu – kohapeal ootavad külalisi paadisillad Võrtsjärvelt ja Emajõelt tulijatele.",Majutus,Puhkemaja,"Lemmikloomasõbralik,Peresõbralik,Telkimisplatsid",https://www.joesuu.ee/,info@joesuu.ee,+372 516 3777,"Jõeääre/6, Verevi küla, Elva vald, Tartu maakond",https://www.booking.com/hotel/ee/joesuu-puhkemaja-elva-vald-verevi-kula.et.html?aid=318615&label=English_Estonia_EN_EE_29381413945-Xiow9ZuTzpiWLxjSB6bIfwS217245053262%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atidsa-64415224945%3Alp9061558%3Ali%3Adec%3Adm&sid=fc532c9e6a753ac063f6f2f70c2ed9f1&age=0&dist=0&group_adults=2&group_children=1&hapos=2&hpos=2&no_rooms=1&req_adults=2&req_age=0&req_children=1&room1=A%2CA%2C0&sb_price_type=total&sr_order=distance_from_search&srepoch=1744376522&srpvid=5d155ab1ca1303d1&type=total&ucfs=1&,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats",,https://www.facebook.com/profile.php?id=100066435803939&fref=ts,https://www.instagram.com/joesuuturismitalu/,,,11008200.0,Jõesuu Puhkemaja OÜ,"Jõeääre tee, Verevi küla, Elva vald, Tartu maakond",+372 5163777,info@joesuu.ee,http://www.joesuu.ee/,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,3.0,5.0,5.0,5.0,0.0,0.0
Jõesuu Turismitalu kämpingud,"Jõesuu kämping asub kaunis looduspaigas otse Võrtsjärve kaldal ning sobib ideaalselt perele, väiksemale seltskonnale kuni 6 inimest ning ka lemmikloomadele. Hubane majake pakub lihtsat ja mõnusat majutusvõimalust looduse rüpes, kus saab nautida rahu, järvevaateid ja mõnusat olemist.
Külastajate kasutuses on eraldi ühisköök koos vajalike tarvikutega ning pesuruumid, mis asuvad kämpingumajast lühikese jalutuskäigu kaugusel.
Turismitalus saab sisustada aega mitmekesiste tegevustega igas vanuses. 
 Oled oodatud Jõesuu Turismitallu!",Majutus,Puhkemaja,"Lemmikloomasõbralik,Peresõbralik,Telkimisplatsid",https://www.joesuu.ee/,info@joesuu.ee,+372 516 3777,"Jõeääre, Verevi küla, Elva vald, Tartu maakond",https://www.booking.com/hotel/ee/joesuu-puhkemaja-kamping.et.html?aid=318615&label=English_Estonia_EN_EE_29381413945-Xiow9ZuTzpiWLxjSB6bIfwS217245053262%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atidsa-64415224945%3Alp9061558%3Ali%3Adec%3Adm&sid=fc532c9e6a753ac063f6f2f70c2ed9f1&age=0&dist=0&group_adults=2&group_children=1&hapos=3&hpos=3&no_rooms=1&req_adults=2&req_age=0&req_children=1&room1=A%2CA%2C0&sb_price_type=total&sr_order=distance_from_search&srepoch=1744376044&srpvid=5d155ab1ca1303d1&type=total&ucfs=1&,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats",,https://www.facebook.com/profile.php?id=100066435803939&fref=ts,https://www.instagram.com/joesuuturismitalu/,,,11008200.0,Jõesuu Puhkemaja OÜ,"Jõeääre tee, Verevi küla, Elva vald, Tartu maakond",+372 5163777,info@joesuu.ee,http://www.joesuu.ee/,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,1.0,4.0,4.0,4.0,0.0,0.0
Jõesuu Turismitalu saunamaja,"Jõesuu Turismitalu saunamaja asub Võrtsjärve kaldal, pakkudes privaatsust ja imelisi loodusvaateid. Maja mahutab kuni 10 inimest, olemas on suur terrass, tiik ning leilisaun – ideaalne koht puhkuseks pere, sõprade ning ka lemmikloomadega.
Saunamajas saab veeta rahuliku nädalavahetuse, korraldada väiksemaid üritusi ning sisustada aega mitmekesiste tegevustega igas vanuses.
Külalistele on olemas paadisillakohad, et saaksite täiel rinnal nautida Võrtsjärve ja Emajõe kauneid vaateid ning vee-elamusi.
Kohale saate tulla nii autoga kui ka veeteed mööda.
Oled oodatud aastaringselt!",Majutus,Puhkemaja,"Lemmikloomasõbralik,Peresõbralik,Telkimisplatsid",https://www.joesuu.ee/,info@joesuu.ee,+372 516 3777,"Jõeääre, Verevi küla, Elva vald, Tartu maakond",https://www.booking.com/hotel/ee/joesuu-puhkemaja-verevi.et.html?aid=318615&label=English_Estonia_EN_EE_29381413945-Xiow9ZuTzpiWLxjSB6bIfwS217245053262%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atidsa-64415224945%3Alp9061558%3Ali%3Adec%3Adm&sid=fc532c9e6a753ac063f6f2f70c2ed9f1&age=0&dest_id=-2622024&dest_type=city&dist=0&group_adults=2&group_children=1&hapos=4&hpos=4&no_rooms=1&req_adults=2&req_age=0&req_children=1&room1=A%2CA%2C0&sb_price_type=total&sr_order=popularity&srepoch=1744375031&srpvid=cd7f58b75650079f&type=total&ucfs=1&,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,Peretoad,Puhkeala/piknikuplats,Saun",,https://www.facebook.com/profile.php?id=100066435803939&fref=ts,https://www.instagram.com/joesuuturismitalu/,,,11008200.0,Jõesuu Puhkemaja OÜ,"Jõeääre tee, Verevi küla, Elva vald, Tartu maakond",+372 5163777,info@joesuu.ee,http://www.joesuu.ee/,Lõuna-Eesti,,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,4.0,10.0,10.0,10.0,0.0,0.0
Jõeveere talu,"Tere tulemast Jõeveere tallu!Asume kaunis Piusa ürgorus Piusa jõe kaldal, Võrumaal, vaid pooleteise kilomeetri kaugusel Eesti kõrgeimatest Devoni liivakivipaljanditest – Härma müüridest. Pakume majutust ajaloolises palktarekese ja Aida tubades, suitsusauna, kõlakoja, lõkkeplatsi, kiige ja grillimisvõimalusi. Suuremad laagrid ja telkimine on teretulnud – platsidel on korraga olnud üle 1000 inimese.
Loodusehuvilised saavad avastada 15 km Piusa jõe ürgoru matkarada, nautides metsi, niite ja jõekallast, lõpetades Vastseliina linnusevaremetega.
Jõeveere talu muuseumis eksponeerime kohaliku ajaloo vanavara: tööriistu, nõusid, tikandeid ja palju muud. Korraga mahub grupp kuni 15 inimest – eelregistreerimine vajalik.
Meie suitsusaun, üle 100 aasta vana, pakub kuuma leili ja lõõgastust – pärast sauna saab sukelduda kargesse jõkke või tiiki. Tule ja koge autentset Võrumaa taluelu!
 ",Majutus,"Puhkeküla, karavanid",,http://joeveerepuhkekula.weebly.com/tutvustus.html,joeveerepuhkekula@gmail.com,+372 528 0952,"Ala-Jõeveere, Lindora küla, Võru vald, Võru maakond",,,"Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Saun",,https://www.facebook.com/joeveere/,,,,11962073.0,Mart Viitkin,"Jõeveere, Lindora küla, Võru vald, Võru maakond",+372 528 0952,Marek.Viitkin@gmail.com,,Lõuna-Eesti,,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,2.0,6.0,8.0,6.0,0.0,300.0
Johan Spa Hotell,"Vaiksel vanalinna munakivitänaval asuv Johan Spa Hotell on uusim spaahotell Kuressaares, mis on tuntud oma unikaalse, loodusest inspireeritud ja auhinnatud arhitektuuri poolest. Hotellis on 59 tuba, sealhulgas 8 peredele mõeldud apartementi. Tubade hinnas sisaldub privaatse vee- ja saunakeskuse kasutamine. Rikkalikus buffet hommikusöögis on eraldi väljapanek Saaremaa kohalikest hõrgutistest.Johan Spa Hotellis on laia valiku massaažide ja hoolitsustega ilukeskus, restoran Pähkel, Lounge 13, konverentsi- ja kaminasaal ning külaliste poolt armastatud privaatsaun mullivanniga katuseterrassil. ",Majutus,Hotell,Spaad,https://johan.ee/,info@johan.ee,+372 454 0000,"Kauba tn 13, Kuressaare linn, Saaremaa vald, Saare maakond",http://www.johan.ee,,"Külmutuskapp,Laste mängutuba,Parkimine tasuta,Pesumasin,Seminariruum,WC,WIFI",,https://www.facebook.com/johanspahotel,https://www.instagram.com/johanspahotel/,,,16773336.0,MoSpa OÜ,"Pargi tn 16, Kuressaare linn, Saaremaa vald, Saare maakond",,info@johan.ee,,Lääne-Eesti,,Saaremaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,50.0,99.0,0.0,0.0,0.0,0.0
Joosepi puhkemaja,"Reiu jõe paremkaldal asuv puhkemaja Joosep on spetsialiseerunud kuni 12-liikmeliste perede ja sőpruskondade majutamisele, kes hindavad privaatsust, rahu ja omaette olemise vőimalust, paiknedes samal ajal väga lähedal Pärnu linnale. Puhkemajades on kõige vajalikuga varustatud kööginurk, WC, dušš, pesumasin ning muu puhkuseks vajalik. Teie käsutuses on suur ja mugav puuküttega saun, kaks puhkemööbliga kaetud terrassi, suitsuahi, ujuvalus ning oma paat. Lähedal asuvad metsad, raba ja meri ning lastele Lottemaa teemapark.",Majutus,Puhkemaja,,,Info@joosepi.ee,+372 53652000,"5680066 Jõekalda tee L6, Silla küla, Pärnu linn, Pärnu maakond",,,"Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,WC,WIFI",,https://www.facebook.com/Joosepi/,,,,11657252.0,Ideaalpuhastus OÜ,"Riia maantee 48, Pärnu linn, Pärnu linn, Pärnu maakond",+372 53652000,andres@ideaalpuhastus.ee,http://www.ideaalpuhastus.ee,Lääne-Eesti,,,Hooajaliselt,1 Mai - 1 Oktoober,Ainult ettetellimisel,,,2.0,12.0,12.0,12.0,0.0,0.0
Joosti puhkemaja,"Peaaegu sajandivanune Joosti Puhkemaja on privaatne ja hubane peatuspaik Otepää lähistel Valgamaal. Siia tuled justkui oma maakoju, kus on mõnusalt rahulik ja hea olla.Kauni kuppelmaastiku vahel asuv kahekorruseline talu on 2013.a täielikult taastatud ja mahutab kuni 15 puhkajat. Miljööväärtuslik puhkemaja sobib nii rahulikku kui ka aktiivset puhkust hindavatele peredele ja seltskondadele. Lisaks kõikide mugavustega puhkemajale on võimalik nautida saunamõnusid, mängida võrkpalli, korraldada laagreid, suvepäevi ja seminare.",Majutus,Puhkemaja,"Peresõbralik,Telkimisplatsid",http://www.joostipuhkemaja.ee,info@joostipuhkemaja.ee,+372 5184662,"Joostimäe, Tõutsi küla, Otepää vald, Valga maakond",https://www.booking.com/hotel/ee/joosti-puhkemaja.et.html,,"Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,Saun,WC,WIFI",,,,,,11314598.0,Joosti puhkemaja OÜ,"Joosti, Tõutsi küla, Otepää vald, Valga maakond",+372 5066432,lilit.jaagant@gmail.com,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,5.0,15.0,15.0,15.0,0.0,5.0
Jossu puhkemaja,"Jossu puhkemaja asub looduskaunis kohas Tagamõisa poolsaarel. Rookatusega palkseintega puhkemaja on uus ja mugavused peaksid rahuldama ka kõige nõudlikumat puhkajat. Kasuta jalgrattad. Lauatennis. Koht sobib puhkuseks inimesele, kes peab lugu kaunist loodusest, üksiolemisest ja rattaretkedest inimtühjadel metsateedel. Sarapiku järv 1 km kaugusel, Harilaiu matkarada vaid 1,5 km kaugusele. Maja on kasutamiseks vaid 5 -7 päevaste perioodidena perepuhkusteks kuni viiele inimesele. Hind 760 EURi nädal. Pere suuruseks on arvestatud  5 inimest. Rohkema külastajate arvu korral rakendub lisatasu.",Majutus,Puhkemaja,,,tonuju@gmail.com,+372 5546658,"Kalmu-Simmu tee, Kuralase küla, Saaremaa vald, Saare maakond",,,"Külmutuskapp,Parkimine tasuta,Pesumasin,Saun,WC,WIFI",,,,,,11705382.0,Tõnu Juul,"Jossu, Kuralase küla, Saaremaa vald, Saare maakond",+372 5546658,tonuju@gmail.com,,Lääne-Eesti,,Saaremaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,3.0,8.0,0.0,0.0,0.0,0.0
Jõulumäe Tervisespordikeskuse Puhkeküla,"Jõulumäe Tervisespordikeskus on koht kauni männimetsa keskel, kus on palju võimalusi looduses liikumiseks. Siit leiad aastaringselt erinevaid liikumisradu ja sportimisvõimalusi (sh tenniseväljakud, padel, pallimängud jms) ning spordisaale ja liivahalli.
Majutuskohad paiknevad peamajas, staadionimajas, kahes väikses hubases majakeses ja kämpingmajades. Meil on piiramatu hulk telkimise kohti ning autokaravanide ala.
Lisaks spordiüritustele on siin head võimalused seminaride, suve- ja talvepäevade jm sündmuste korraldamiseks. Siin on hea koht, kuhu tulla perega lõõgastuma ja aktiivselt aega veetma.",Majutus,"Puhkeküla, karavanid","Peresõbralik,Telkimisplatsid",https://joulumae.ee/,info@joulumae.ee,+372 526 4996,"Jõulumäe tervisekeskus, Leina küla, Häädemeeste vald, Pärnu maakond",,,"Gruppide toitlustus,Haagissuvila/karavani parkla,Jõusaal,Külmutuskapp,Parkimine tasuta,Peretoad,Pesumasin,Puhkeala/piknikuplats,Saun,Seminariruum,Toitlustus,WC,WIFI",,https://www.facebook.com/joulumae/,https://www.instagram.com/joulumae/,,,90005113.0,Jõulumäe Tervisespordikeskus SA,"Leina küla, Häädemeeste vald, Pärnu maakond",+372 509 4895,info@joulumae.ee,http://www.joulumae.ee,Lääne-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,63.0,0.0,0.0,0.0,6.0,500.0
Juba puhkemaja,"Juba puhkemaja asub imelise Vagula järve kaldal.  Meie Puhkemaja sobib igale maitsele - nii rahu ja vaikust armastavatele paaridele, peredele kui ka väiksematele seltskondadele erinevate sündmuste tähistamiseks. Kaugus Võru linnast on 6 kilomeetrit.
Maja on kahekorruseline. I korrusel avar köök-elutuba ja saun-tualettruum, II korrusel 6-kohaline magamistuba ja suur rõdu vaatega Vagula järvele. Koht pakub hubasust ning mugavust, majas on kõik vajalik olemas. Maja kõrval asuv kämping mahutab magama neli inimest.",Majutus,Puhkemaja,,https://oksajubapuhkemaja.ee/,jubapuhkemaja@gmail.com,+372 5669 0179,"Oksa, Juba küla, Võru vald, Võru maakond",https://bit.ly/43E9Z5j,,"Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Saun,WC",,https://www.facebook.com/Juba-puhkemaja-185876081891773/?fref=ts,https://www.instagram.com/oksajubapuhkemaja/,,,14200501.0,OÜ Kaisel,"Juba küla, Võru vald, Võru maakond",,Jubapuhkemaja@gmail.com,,Lõuna-Eesti,,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,2.0,6.0,8.0,6.0,0.0,0.0
Jürivärava Saunamaja,"Rahuliku asukohaga aastaringselt kasutatav saunamaja, mis asub otse Muhu saare südames. Saunaga majas on olemas kõik vajalik nii mõnusaks puhkuseks kui ka tööreisiks. Kööginurgas külmkapp, pliit jms vajaminev söögi tegemiseks. Magamiskohti jagub 6-le inimesele. 2 kaheinimese voodit, ning 1 voodi ühele inimesele. Vajadusel saab teha aseme ka suurele diivanile.Vaba aja veetmiseks on meil pakkuda erinevaid õuemänge - 2 discgolfi korvi, petank, sulgpallikomplekt, batuut ja laste mänguväljak. Lisatasu eest võimalik kasutada kümblustünni mullisüsteemiga. Kõik vajalik grillimiseks olemas.",Majutus,Puhkemaja,,,merilinpaberits@hotmail.com,+372 56148117,"Jürivärava, Kantsi küla, Muhu vald, Saare maakond",,,"Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,WC",,https://www.facebook.com/jurivarava,https://www.instagram.com/jurivarava_puhkemaja,,,16472221.0,Jürivärava OÜ,"Kantsi küla, Muhu vald, Saare maakond",+372 56148117,Maikk@jurivarava.ee,,Lääne-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,0.0,6.0,0.0,0.0,0.0,0.0
Jurna Turismitalu,"Jurna Turismitalu asub Kuressaarest 5 km kaugusel Upa külas. Pakume Sulle puhkamiseks 20. sajandi alguses ehitatud rehielamut, mis nüüdseks on põhjalikult renoveeritud. Jurna Turismitalu 3 majas on 10 tuba kokku 22 kohaga, nende hulgas  3  suuremat tuba, mis sobivad perepuhkuseks.Talu juures on  lõkkeplats, välikamin ja grill. Tasuta parkimine.Majutame ka kooli- ja klassireise. Õpilaste majutamine: kuni 35 kohta.Jurna Turismitalust 1 km kauguselt algab jalgrattatee, mis kulgeb ümber Kuressaare kuni Salme alevikuni ja vikingite külani ~ 25 km .Korraldame retki jahimeestele.",Majutus,Puhkemaja,,,jurna@saaremaa.ee,+372 527 0700,"Jurna/1, Upa küla, Saaremaa vald, Saare maakond",https://www.booking.com/hotel/ee/jurna-recreation-farm.et.html,,"Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,WC,WIFI",,,,,,10020860.0,osaühing Tarvise Turism,"Jurna, Upa küla, Kaarma vald, Saare maakond",,jurna@saaremaa.ee,,Lääne-Eesti,,Saaremaa,Hooajaliselt,1 Mai - 15 Oktoober,Ööpäevaringselt,00:00-24:00,,10.0,22.0,22.0,0.0,0.0,0.0
Kaali Külastuskeskuse hotell,"Hotell koos 60-kohalise konverentsisaaliga asub Kaali kraatri vahetus läheduses kaunis dolomiidist ehitatud Kaali külastuskeskuse hoones. Samas majas ootab Sind Meteoriitikamuuseum ja kauplus. Hotellis on ka saun. Toitlustust pakub üle tee asuv Kaali trahter, kus saad mekkida ka Saaremaa õlut ja Kaali pagari käsitööleiba.",Majutus,Hotell,,https://kaali.saaremaa-top.ee/kaali/kaali-hotell/,kaali@kylastuskeskus.ee,+372 506 9515,"Muuseumi, Kaali küla, Saaremaa vald, Saare maakond",,,"Külmutuskapp,Parkimine tasuta,Pesumasin,Seminariruum,WC,WIFI",,https://www.facebook.com/KaaliKylastuskeskus,https://www.instagram.com/kaalikeskus/,,,80159878.0,mittetulundusühing Kaali Külastuskeskus,"77, Kuressaare linn, Saaremaa vald, Saare maakond",,kaali@kylastuskeskus.ee,,Lääne-Eesti,,Saaremaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,10.0,19.0,0.0,0.0,0.0,0.0
Kaalu Puhkemaja,"Kaalu Puhkemaja on erilise ajalooga majutuskoht, mille juured ulatuvad tagasi 1986. aastasse.
Algselt ehitati see Kihnu kolhoosi ""Punane Partisan"" põllumajandussaaduste kaalumajaks, kus veokid kaalusid heina ja muid saadusi. Tänasel päeval on see avatud külalistele kui ainulaadne puhkemaja.  
Majas on kõik mugavaks puhkuseks vajalik:  Ruumikus ja hubasus, mugav köök-elutuba – ideaalne ühisteks hetkedeks.  Elektrisaun lõõgastumiseks peale saare avastamist.  Dušš ja WC – kaasaegne ja mugav pesuruum.  Kaks magamisruumi teisel korrusel – rahulik unekeskkond.  
Ajalooga puhkus Kihnus!",Majutus,Puhkemaja,,,majutus@kihnu.ee,+372 5144610,"Kaalu, Lemsi küla, Kihnu vald, Pärnu maakond",,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,WC",,https://www.facebook.com/kihnu.majutus.7,,,,11505890.0,Majutus OÜ,"Ruudu, Lemsi küla, Kihnu vald, Pärnu maakond",+372 5144610,majutus@kihnu.ee,,Lääne-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,0.0,4.0,0.0,0.0,0.0,0.0
Käära talu puhkemaja,"Käära talu puhkemaja asub ca 6 km kaugusel Viljandist. Ootame enda külalisteks eelkõige paare, lastega peresid ja selliseid väikesi sõpruskondi, kes ei vaja igaüks oma tuba. Meie maja ongi üks terviklik, läbi kahe korruse avatud planeeringuga ""tuba"". Koos lisavooditega saame aset ja mõnusat äraolemist pakkuda kuni kuuele inimesele.Olete teretulnud!",Majutus,Puhkemaja,,,raivo.laidma@gmail.com,+372 512 7930,"Käära, Pärsti küla, Viljandi vald, Viljandi maakond",,,"Külmutuskapp,Parkimine tasuta,WC",,https://www.facebook.com/kaaratalu/,,,,11755539.0,Raivo Laidma Käära talu,"Käära, Pärsti küla, Pärsti vald, Viljandi maakond",,raivo.laidma@gmail.com,http://www.kaaratalu.ee,Lõuna-Eesti,Soomaa rahvuspark,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,0.0,4.0,4.0,4.0,0.0,0.0
Kaare Puhkemaja,"Puhkemaja ootab Sind 15-minutilise jalutuskäigu kaugusel Viljandi kesklinnast, kauni Paala järve lähistel, vaikses eramajade rajoonis. Maja 10-le ööbijale -köögi, sauna ja koosviibimisruumiga 20-le inimesele. Majas 2 on kolm magamistuba 6-le inimesele!Majas on köök ja saun!Ööbides min.3ööd on saunakord hinnas!
Lisaks on meie juures kaks mugavat apartementi (1 soome saunaga )ning suvel ka kaks neljakohalist kämpingut. 
Lastele on õuealal batuut, kiik koos liumäega ja pisikestele liivakast. Õueala on kinnine ja turvaline. 
 ",Majutus,Puhkemaja,,http://kaarepuhkemaja.eu,info@kaarepuhkemaja.eu,+372 527 0927,"Suur-Kaare tn 112, Viljandi linn, Viljandi maakond",https://www.booking.com/hotel/ee/kaare-puhkemaja.et.html?aid=356980&label=gog235jc-1FCAsoQkIPa2FhcmUtcHVoa2VtYWphSAtYA2hCiAEBmAELuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL3-u-6BsACAdICJDg3YjJlNGQ5LWQyY2ItNGVjNi04Y2Y2LTY4NWQ5ZmQzZDgxOdgCBeACAQ&sid=50789faf248f5941d970959e0ec14913&dest_id=-2626515&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1734081918&srpvid=79a1423c4b330328&type=total&ucfs=1&,,"Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,WC,WIFI",,https://www.facebook.com/www.kaarepuhkemaja.eu,,,,11101767.0,L.V. Tavaline OÜ,"Suur-Kaare tänav 112, Viljandi linn, Viljandi maakond",+372 5270927,info@kaarepuhkemaja.eu,http://kaarepuhkemaja.eu,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,10.0,22.0,30.0,22.0,0.0,0.0
